,Tweet,Result Prediction,text_preprocessed
529,@habibhernandos @i_m_mortal_ Dahlah... War voucher ini emang butuh mental yg kuat... Aku gagal 8 kali berhasil 1 kali doank. Alhamdulillah sih. Pake HP android kentang pulak 😂,Neutral,"['mmortal', 'dahlah', 'war', 'voucher', 'butuh', 'mental', 'kuat', 'gagal', 'kali', 'berhasil', 'kali', 'doang', 'alhamdulillah', 'sih', 'pakai', 'hp', 'android', 'kentang']"
530,@KNI9HTLEY Kok kesel sih malah ke rizky billar... gagal romantis deh..,Negative,"['kesel', 'sih', 'rizki', 'billar', 'gagal', 'romanti', 'deh']"
531,@hyeponjin Huft!!! Kamu jangan GEMESIN GITU DONG!!! ah mls jdny gagal bub km -3-,Neutral,"['huft', 'menggemaskan', 'ah', 'ml', 'jdni', 'gagal', 'bub']"
532,Tidak ada orang kuat tanpa latihan yang berat. Tidak ada orang yang hebat tanpa karakter yang kuat. Gagal / Sukses,Neutral,"['orang', 'kuat', 'latihan', 'berat', 'orang', 'hebat', 'karakt', 'kuat', 'gagal', 'suks']"
533,Jaga kesehatan karna semua akan gagal dan sia sia ketika kita sakit.,Neutral,"['jaga', 'kesehatan', 'gagal', 'sia', 'sia', 'sakit']"
534,"Orang yang sukses selalu mencari kesempatan untuk menolong sesama, sedangkan orang yang gagal selalu bertanya, “Apa yang aku dapat dari kesempatan itu.",Neutral,"['orang', 'suks', 'mencari', 'kesempatan', 'menolong', 'orang', 'gagal', 'kesempatan']"
535,Lebih baik gagal tapi udah mencoba dari pada bingung dan menyesal dengan pertanyaan lamun JIKA,Neutral,"['gagal', 'mencoba', 'bingung', 'menyes', 'lamun']"
536,anjg gila banget ya joki 8juta padahal kl gbs sjelasinnya lo bakal gagal projectnya,Neutral,"['anjg', 'gila', 'banget', 'ya', 'joki', 'juta', 'kalo', 'sjelasinnya', 'lo', 'gagal', 'projectnya']"
537,“Seseorang yang gagal menolong temannya tidak pantas menjadi hokage..” (Uzumaki Naruto),Neutral,"['gagal', 'menolong', 'temannya', 'hokag', 'uzumaki', 'naruto']"
538,"Sanlat. Mas Gilang n Dul

Niate apik, tpi kok gk ngerti opo2 malean? Sampek Dul nesu, Yo wajar. lek jre mas Yoyon smpe sesek ngno berarti Bela gagal Iki dadi mb?? Ya Alloh salah maneh.",Positive,"['sanlat', 'ma', 'gilang', 'n', 'dul', 'niat', 'apik', 'mengerti', 'opo', 'malean', 'dul', 'nesu', 'ya', 'wajar', 'lek', 'jre', 'ma', 'yoyon', 'sesek', 'ngno', 'bela', 'gagal', 'iki', 'dadi', 'mbak', 'ya', 'allah', 'salah', 'maneh']"
539,@ayundareno Tentara gagal,Neutral,"['tentara', 'gagal']"
540,"@bucinzero style taeyeon emg g prnah gagal dehhh, stylistny bagus2 bgt:"")",Neutral,"['style', 'taeyeon', 'gagal', 'deh', 'stylistni', 'bagu', 'banget']"
541,"@anugrahroby @AREAJULID pak, ga usah terlalu getol mojokin perempuan sedih padahal yang gagal dari awal itu laki-lakinya yang milih selingkuh. yang gagal pertahanin rumah tangga itu laki-lakinya. enak banget habis main curang dicerein kok malah mojokin perempuan, jangan sementang anda laki ya",Neutral,"['getol', 'mojokin', 'perempuan', 'sedih', 'gagal', 'lakilakinya', 'memilih', 'selingkuh', 'gagal', 'pertahanin', 'rumah', 'tangga', 'lakilakinya', 'enak', 'banget', 'habi', 'main', 'curang', 'dicerein', 'mojokin', 'perempuan', 'sementang', 'laki', 'ya']"
542,"Kalau tak dapat jangan terus down mat kau grind je dulu pre uni punya level: matrik/foundation/form 6 lepastu struggle lah for undergraduate level punya scholar (degree). Tak achieve scholar bukan tanda gagal hidup dah mat, santai. Sekian, manusia straight A yg gagal🤟🏻",Neutral,"['down', 'mat', 'kau', 'grind', 'je', 'pre', 'uni', 'level', 'matrikfoundationform', 'lepastu', 'struggl', 'for', 'undergradu', 'level', 'scholar', 'degre', 'achiev', 'scholar', 'tanda', 'gagal', 'hidup', 'deh', 'mat', 'santai', 'sekian', 'manusia', 'straight', 'a', 'gagal']"
543,"setelah assesment gue di december gagal total, ngeliat rival besok di meeting pertama pada sumringah.
Ill take revenge of this shit, six months from now untuk assesment berikutnya.
besok mau cosplay jadi Lady Diana stylenya ke kantor. https://t.co/T0EocaQv7X",Neutral,"['asses', 'gue', 'decemb', 'gagal', 'total', 'rival', 'besok', 'meet', 'sumringah', 'ill', 'take', 'reveng', 'of', 'thi', 'shit', 'six', 'month', 'from', 'now', 'asses', 'besok', 'cosplay', 'ladi', 'diana', 'stylenya', 'kantor']"
544,"Slnya Kouki, tapi gagal :')))

https://t.co/l8JtI7TBFj",Neutral,"['slnya', 'kouki', 'gagal']"
545,"capres itu bertarung gagasan dulu sebelum bentuk koalisi ~ koalisi bukan untuk mendukung ketokohan atau paham tertentu, melainkan memperjuangkan gagasan

koalisi PERUBAHAN tanpa arah

Penerawangan Fahri Hamzah: Anies Bisa jadi Gagal Nyapres di 2024
https://t.co/8pQxXleHNw",Neutral,"['capr', 'bertarung', 'gagasan', 'bentuk', 'koalisi', 'koalisi', 'mendukung', 'ketokohan', 'paham', 'memperjuangkan', 'gagasan', 'koalisi', 'perubahan', 'arah', 'penerawangan', 'fahri', 'hamzah', 'ani', 'gagal', 'nyapr']"
546,@Tastygleee Tuhan tidak pernah menciptakan produk yang gagal,Neutral,"['tuhan', 'menciptakan', 'produk', 'gagal']"
547,@radenrauf bohong gagal mulu ama naks sulung,Neutral,"['bohong', 'gagal', 'mulu', 'nak', 'sulung']"
548,AHY sudah gagal segalanya tak pantas nyalon  https://t.co/yIBLlsHs8z ##AHYpolitikusGagal,Neutral,"['ahi', 'gagal', 'nyalon']"
549,Ck ngeluarin street food ala korea dan tidak gagal enak banget woy demiii!,Neutral,"['ck', 'mengeluarkan', 'street', 'food', 'ala', 'korea', 'gagal', 'enak', 'banget', 'woy', 'demiii']"
550,gagal bgt,Neutral,"['gagal', 'banget']"
551,anies gagal untuk https://t.co/yqWf4wSgcA #HTIDukungAnies,Neutral,"['ani', 'gagal']"
552,Gagal bertemu 😭,Neutral,"['gagal', 'bertemu']"
553,AHY gagal di militer  https://t.co/QOUUIQ1yqQ #AHYpolitikusGagal,Neutral,"['ahi', 'gagal', 'milit']"
554,"nah, kalau operasinya gagal, bisa aja besok dia mati, kalaupun operasi berhasil, kemungkinan dia sakit lagi juga besar
dalam kasus ini, kehadiran buyeon tuh kayak menahan naksu untuk gak operasi, dengan bayaran hidup lebih lama dari besok dan jalan-jalan sehingga hati naksu happy",Neutral,"['operasinya', 'gagal', 'besok', 'mati', 'operasi', 'berhasil', 'sakit', 'kehadiran', 'buyeon', 'tuh', 'kayak', 'menahan', 'naksu', 'operasi', 'bayaran', 'hidup', 'besok', 'jalanjalan', 'hati', 'naksu', 'happi']"
555,"emang ga pernah gagal klo malem tahun baru, atau menjelang desember stasiun tv nayangin narnia, harry potter, the lord of the ring, and TWILIGHT SERIES :( kek bener"" cocok dibulan itu liatnya. https://t.co/9jPGKgJFUw",Neutral,"['gagal', 'kalo', 'malam', 'menjelang', 'desemb', 'stasiun', 'tv', 'nayangin', 'narnia', 'harri', 'potter', 'the', 'lord', 'of', 'the', 'ring', 'and', 'twilight', 'seri', 'kayak', 'cocok', 'dibulan', 'lihatnya']"
556,"#FactNaomi : dia kalo udah pengen ikutan sesuatu,contohnya ikut jkt48 kagak ada yg bisa menghalanginya.. meskipun pernah gagal di gen1 :))",Neutral,"['kalo', 'pengin', 'ikutan', 'sesuatucontohnya', 'jakarta', 'kagak', 'menghalanginya', 'gagal', 'gen']"
557,AHY Gagal di Politik Gagal di TNI https://t.co/dM5xyFSd6T #AHYpolitikusGagal #AHYAsalBicara #SBYMangkrakAHYAsbun,Neutral,"['ahi', 'gagal', 'politik', 'gagal', 'tni']"
558,Engkau tak bisa disebut gagal selama engkau terus mencoba. Engkau hanya gagal jika engkau berhenti. Move on!,Neutral,"['engkau', 'gagal', 'engkau', 'mencoba', 'engkau', 'gagal', 'engkau', 'berhenti', 'move', 'on']"
559,"Kamu tak akan sukses jika tak pernah gagal, tak akan bahagia jika tak sedih, dan tak temukan cinta sejati jika tak pernah patah hati",Neutral,"['suks', 'gagal', 'bahagia', 'sedih', 'temukan', 'cinta', 'sejati', 'patah', 'hati']"
560,"@kdrama_menfess Acting aja itu wkwkw biar matinya natural karena asmanya... Kalau ketauan anaknya yg bunuh, bisa2 promosi inspektoralnya gagal.",Neutral,"['menfess', 'act', 'wkwkw', 'biar', 'matinya', 'natur', 'asmanya', 'ketahuan', 'anaknya', 'bunuh', 'promosi', 'inspektoralnya', 'gagal']"
561,kue kue apa yg selalu gagal?? kue nice try HAHAHAHHAHAH,Neutral,"['kue', 'kue', 'gagal', 'kue', 'nice', 'tri', 'hahahahhahah']"
562,Emang ya kalo berharap tuh justru malah gagal 😂 masih ga nyangka ajaa🥹,Positive,"['ya', 'kalo', 'berharap', 'tuh', 'gagal', 'menyangka']"
563,"@literarybase Gimana sih caranya biar istiqomah ngechallenge buat baca berapa jumlah buku nya , tiap taun gue gagal mulu ;((((",Neutral,"['sih', 'biar', 'istikamah', 'ngechalleng', 'baca', 'buku', 'nya', 'gue', 'gagal', 'mulu']"
564,"@TAJ05RIKII ihhh kan sistemnya dah ganti lagi ji, kamu nanti gagal legal 😗",Neutral,"['ih', 'sistemnya', 'deh', 'ganti', 'ji', 'gagal', 'legal']"
566,"""Saat gagal kamu berpikir ini adalah akhir dr segalanya, tapi sesungguhnya ini hanyalah awal dari sesuatu yang lebih baik.""",Neutral,"['gagal', 'berpikir', 'sesungguhnya']"
567,"Kasus Kekerasan Anak 2022, Gagal Ginjal Akut Jadi Sorotan Utama Polisi https://t.co/xZcTVaEtC1",Neutral,"['kekerasan', 'anak', 'gagal', 'ginjal', 'akut', 'sorotan', 'utama', 'polisi']"
568,@dinohunterss it’s okay gra. hidup gak selalu harus yang kita pengenin. kadang emang harus kenalan sama rasa sedih dulu biar tau rasanya bahagia. harus ngerasain dulu gagal biar bisa ngehargain keberhasilan.,Neutral,"['it', 'okay', 'gra', 'hidup', 'pengenin', 'kadang', 'kenalan', 'sedih', 'biar', 'tau', 'bahagia', 'merasai', 'gagal', 'biar', 'ngehargain', 'keberhasilan']"
569,"mana gua mulai suka lagi, tapi gua juga mulai GAGAL move on",Neutral,"['gua', 'suka', 'gua', 'gagal', 'move', 'on']"
570,"@NKimreal95 Gagal sange gua kalau dapat boti gini..
🤣😂😂",Neutral,"['gagal', 'sang', 'gua', 'boti']"
571,Kayanya gagal ke Bali bulan ini 🥲 baiklah gapapa sing penting mbayar kontrakan sek 😌,Neutral,"['kayanya', 'gagal', 'bali', 'baiklah', 'gapapa', 'sing', 'mbayar', 'kontrakan', 'sek']"
572,@UGM_FESS berdasarkan pengalaman sih aq gagal hihiw,Neutral,"['fess', 'berdasarkan', 'pengalaman', 'sih', 'gagal', 'hihiw']"
573,Mau coba 3x klo gagal aku pake jasa,Neutral,"['coba', 'kali', 'kalo', 'gagal', 'pakai', 'jasa']"
574,"Aku lebih sering family time , seeing melihat dunia yg indah , sering memahami diriku and yaaa ternyata keluar dari zona toxic lebih enak , dan ya saya jdi takut buka hati dan takut masa depan ak gagal grgr cwo a",Neutral,"['famili', 'time', 'see', 'dunia', 'indah', 'memahami', 'diriku', 'and', 'ya', 'zona', 'toxic', 'enak', 'ya', 'takut', 'buka', 'hati', 'takut', 'gagal', 'gara-gara', 'cowok', 'a']"
575,tim gagal move on trs balikan sm mantan nich https://t.co/KesBzu0nzg,Neutral,"['tim', 'gagal', 'move', 'on', 'balikan', 'mantan', 'nih']"
576,"@chiagenie @bankmandiri Live Chat siap bantu Keluhan transaksi Kamu: Buka App DANA, Pilih History/Riwayat, Pilih transaksi yg mau dilaporin, Pilih CHAT

Keluhan Akun Premium: Buka aplikasi DANA, Pilih Me/Saya, Klik ket Alasan Gagal/Reason Failed,  Klik menu CHAT

Keluhan lainnya email ke help@dana.id",Neutral,"['live', 'chat', 'bantu', 'keluhan', 'transaksi', 'buka', 'app', 'dana', 'pilih', 'historyriwayat', 'pilih', 'transaksi', 'dilaporin', 'pilih', 'chat', 'keluhan', 'akun', 'premium', 'buka', 'aplikasi', 'dana', 'pilih', 'mesaya', 'klik', 'ket', 'alasan', 'gagalreason', 'fail', 'klik', 'menu', 'chat', 'keluhan', 'email', 'helpid']"
577,gagal kenapa yaaa,Positive,"['gagal', 'ya']"
579,@iinainuu Versi gagal nya kayaknya,Neutral,"['versi', 'gagal', 'nya', 'kayaknya']"
580,"@clownlysz @discountfess Soalnya kemaren tuh aku sempet war juga sama juga produk dan di toko yang sama, malahan 9.5k 14 pcs tapi gagal gegara loading 😭 

Yaa gapapa deh yaa, lumayan juga dapet segitu",Positive,"['kemarin', 'tuh', 'war', 'produk', 'toko', 'pc', 'gagal', 'gegara', 'load', 'ya', 'gapapa', 'deh', 'ya', 'lumayan', 'segitu']"
581,"Pada berani banget temen memutuskan untuk menikah
Aku yang middle low takut banget jadi seorang suami yang gagal
Meskipun dalam kamus ku kata gagal itu gk ada",Neutral,"['berani', 'banget', 'teman', 'memutuskan', 'menikah', 'middl', 'low', 'takut', 'banget', 'suami', 'gagal', 'kamu', 'ku', 'gagal']"
582,@ianthecalico WWKWKKWKWKWKK 3 TAUJ GAGAL KRN SI BOTAK,Neutral,"['wwkwkkwkwkwkk', 'tauj', 'gagal', 'sih', 'botak']"
583,@recehtapisayng Yah gagal jadi tentara https://t.co/YC1qWuYuWm,Positive,"['ya', 'gagal', 'tentara']"
584,"@lofuyou Gagal bro, nt",Neutral,"['gagal', 'bro']"
585,"#CFC mesti nambah golnya, tadi beberapa kali kalau Sterling atau Pulisic gagal ngedribble past lawan langsung kena counter cepat yg bahaya. 

Beknya dah pada tua 😅, diajak lari ya kalah, tadi masih bisa ditutupi pengalaman bermain.",Neutral,"['mesti', 'menambah', 'golnya', 'kali', 'sterl', 'pulis', 'gagal', 'ngedribbl', 'lawan', 'langsung', 'kena', 'counter', 'cepat', 'bahaya', 'beknya', 'deh', 'tua', 'diajak', 'lari', 'ya', 'kalah', 'ditutupi', 'pengalaman', 'bermain']"
586,"@tanyakanrl jadi ya bisa bgt zat makanan yang dijual itu halal, tapi ada hal hal diluar zat makanan yang bisa buat gagal lolos sertifikasi",Positive,"['ya', 'banget', 'zat', 'makanan', 'dijual', 'halal', 'diluar', 'zat', 'makanan', 'gagal', 'lolo', 'sertifikasi']"
587,@Lollyyy04 @danawallet Gapercaya aku mah gituan😭 nanti yang ada top up kedua gagal juga malah ngurus 2 saldo lagi😭 wkwk ini ja blm ada perkembangan apa2 huft,Positive,"['gapercaya', 'mah', 'begituan', 'top', 'up', 'gagal', 'menguru', 'saldo', 'wkwk', 'perkembangan', 'huft']"
588,@SUNDA_FESS Kalo pdkt nya jangan pake perasaan dlu ngobrolnya ntr kaku alhasil gagal,Neutral,"['fess', 'kalo', 'pdkt', 'nya', 'pakai', 'perasaan', 'ngobrolnya', 'entar', 'kaku', 'alhasil', 'gagal']"
589,"@tanyakanrl sebenernya buanyak bgt tempat makan yang belum punya sertifikat Halal, yang buat gagal bukan cuma zatnya tapi nama produk juga bisa jadi bagian itu. contoh makanan makanan yang namanya kocak berbau setan, itu buat ga lolos sertifikasi",Positive,"['buanyak', 'banget', 'makan', 'sertifikat', 'halal', 'gagal', 'zatnya', 'nama', 'produk', 'contoh', 'makanan', 'makanan', 'namanya', 'kocak', 'berbau', 'setan', 'lolo', 'sertifikasi']"
590,"Ya awalnya mikir bakal jadi tahun baruan ama crush be2 di bandung, eh malah gagal anyinggg bat sumpahhh... kenapa pake berantemm siii pas mau tau baruann",Neutral,"['ya', 'mikir', 'baruan', 'crush', 'be', 'bandung', 'eh', 'gagal', 'anyinggg', 'banget', 'sumpahhh', 'pakai', 'berantemm', 'siii', 'pa', 'tau', 'baruann']"
591,"tapii kalau gagal lagi, gak apa apa ya cel. namanya juga proses. ga ada yg tau. ga ada yg sempurna 🤗🤗",Neutral,"['gagal', 'ya', 'cel', 'namanya', 'prose', 'tau', 'sempurna']"
592,@Nothing_Balance @sbyfess asliii aku ya pernah kek gini.. udah banyakin baca doa pas ketok2nya berhenti ga lama ada notif paket gagal dikirim skshsjsh,Positive,"['balanc', 'asli', 'ya', 'kayak', 'membanyaki', 'baca', 'doa', 'pa', 'ketoknya', 'berhenti', 'notif', 'paket', 'gagal', 'dikirim', 'skshsjsh']"
593,Gagal https://t.co/NqFoY6wknb,Neutral,['gagal']
594,@CalonBarista Hasil itungan gagal si choro,Neutral,"['hasil', 'hitungan', 'gagal', 'sih', 'choro']"
596,"Seandainya memang ternyata gagal lagi, setidaknya kan sudah berusaha dgn sebaik-baiknya 💪🥲💪",Neutral,"['seandainya', 'gagal', 'berusaha', 'sebaikbaiknya']"
598,"@discountfess Sama kak, udah usaha kemrin tetep gagal hari ini",Neutral,"['kak', 'usaha', 'kemrin', 'gagal']"
599,"Kita tidak bisa menguasai semuanya. ada saat dimana anda ‘dibutuhkan’, ada saat dimana anda ‘tidak dibutuhkan’. Gagal / Sukses",Neutral,"['menguasai', 'dimana', 'dibutuhkan', 'dimana', 'dibutuhkan', 'gagal', 'suks']"
600,soalnya temen gue pernah ngajakin gue ngecover dancenya (pada akhirnya gagal karena susah😔) terus mereka suka melesetin jd opern your rice😭,Neutral,"['teman', 'gue', 'ngajakin', 'gue', 'ngecov', 'dancenya', 'gagal', 'susah', 'suka', 'melesetin', 'opern', 'your', 'rice']"
601,gagal dpt ponakan 😰 https://t.co/DGPhql1GGy,Neutral,"['gagal', 'ponakan']"
602,"""Menjadi Sekuat Apapun Dirimu, Jangan Memikul Semua ""BEBAN"" Di Pundakmu Sendiri, Kau Akan Gagal"" Uchiha Itachi ~ Naruto Shippuden",Neutral,"['sekuat', 'apapun', 'dirimu', 'memikul', 'beban', 'pundakmu', 'kau', 'gagal', 'uchiha', 'itachi', 'naruto', 'shippuden']"
603,"Gagal lebih baik daripada
diam. Dalam setiap kegagalan
pasti ada kesempatan untuk
berhasil, sedangkan dalam
diam hanya ada suram.",Neutral,"['gagal', 'diam', 'kegagalan', 'kesempatan', 'berhasil', 'diam', 'suram']"
604,"masalahnya adalah tuhan tidak ada bukan sebuah klaim

kalo aku klaim ada ubur2 di jupiter dan gagal membuktikan itu, kamu tidak perlu membuktikan tidak ada ubur2 di jupiter untuk bisa bilang aku tidak percaya ada ubur2 di jupiter (implikasi nya: tidak ada ubur2 di jupiter) https://t.co/hivPm43O1Q",Neutral,"['tuhan', 'klaim', 'kalo', 'klaim', 'ubur', 'jupit', 'gagal', 'membuktikan', 'membuktikan', 'ubur', 'jupit', 'bilang', 'percaya', 'ubur', 'jupit', 'implikasi', 'nya', 'ubur', 'jupit']"
605,ISH AKU GAGAL,Neutral,"['ish', 'gagal']"
606,film2nya @ernestprakasa gapernah gagal👍,Neutral,"['filmnya', 'gagal']"
607,"@kuekookiess @i_m_mortal_ refresh di detik 59-00, klik beli skrg lgsg bayar aja biasanya kmren2 gagal koneksi tp tadi sempet gagal jg cuma ternyata masih nyangkut di menunggu pembayaran trus aku coba lg berhasil",Neutral,"['mmortal', 'refresh', 'detik', 'klik', 'beli', 'langsung', 'bayar', 'kemarin', 'gagal', 'koneksi', 'gagal', 'nyangkut', 'menunggu', 'pembayaran', 'coba', 'berhasil']"
608,"@kuekookiess @look_around28 @i_m_mortal_ awal ovo, tp gagal ternyata masih nyangkut di mnunggu pembayaran trus aku ubah ke dana masih bisa",Neutral,"['around', 'mmortal', 'ovo', 'gagal', 'nyangkut', 'mnunggu', 'pembayaran', 'ubah', 'dana']"
609,Mari jangan takut gagal dan terus berusaha mencoba melakukan sesuatu untuk hidup kalian. Karena gagal tuh bukan sesuatu yang memalukan. Itu bukti kalau kalian pemberani.,Neutral,"['mari', 'takut', 'gagal', 'berusaha', 'mencoba', 'hidup', 'gagal', 'tuh', 'memalukan', 'bukti', 'pemberani']"
610,@dieselstx iyaa ini smp abis mati. tp dicoba top up dimana2 gagal trs,Positive,"['iya', 'habi', 'mati', 'dicoba', 'top', 'up', 'dimana', 'gagal']"
611,@tergabrut Udah gagal https://t.co/ix5x5EJ9dR,Neutral,['gagal']
612,@i_m_mortal_ Gagal Mulu mau isi saldo pake BRI. padahal ada misi 😑😑 https://t.co/AUHQnAcVNS,Neutral,"['mmortal', 'gagal', 'mulu', 'isi', 'saldo', 'pakai', 'bri', 'misi']"
613,@naufalfikrim @MarberYogs Bsk kalo aku ke yk ajak ngopai lagi yg tidak gagal kaya kmrn 🙏🏻,Neutral,"['besok', 'kalo', 'yk', 'ajak', 'ngopai', 'gagal', 'kayak', 'kemarin']"
614,dance congcorang outro 7th sense emang ga akan pernah gagal https://t.co/kuRQKBUgqI,Neutral,"['danc', 'congcorang', 'outro', 'sens', 'gagal']"
615,"Pinginnya sih kamu ngerasain apa yang aku rasain, tapi gak tega.. #Gagal Move On",Positive,"['pinginnya', 'sih', 'merasai', 'merasai', 'tega', 'move', 'on']"
616,"setiap orang bisa berhasil dan juga bisa gagal, tidak peduli seberapa pintar dan bodohnya dia #RI",Positive,"['orang', 'berhasil', 'gagal', 'peduli', 'pintar', 'bodohnya']"
617,@nctzenbase tapi aheng nya gk gagal nder😹😅 https://t.co/smJptx6Fwy,Neutral,"['aheng', 'nya', 'gagal', 'nder']"
618,"Batu es selain bisa bikin pilek, bisa bikin gagal wleo wleo. Alhamdulillah https://t.co/TiKtjJimFy",Positive,"['batu', 'es', 'bikin', 'pilek', 'bikin', 'gagal', 'wleo', 'wleo', 'alhamdulillah']"
619,"tapi kenapa sekarang? kenapa di waktu &amp; tempat yg tidak tepat? kenapa?

dari sma-kuliah, setiap kali ku merjuangin seseorang, hanya kegagalan yg kutemui

kalau mau diingat lagi, sejauh ini sudah 6x ku gagal utk mendapatkan hati seseorang, 2 semasa sma dan 4 selama 3 semester ini",Neutral,"['amp', 'smakuliah', 'kali', 'ku', 'merjuangin', 'kegagalan', 'kutemui', 'kali', 'ku', 'gagal', 'hati', 'semest']"
620,anis kembang gagal mabung https://t.co/sVBEeppRgo #HTIDukungAnies,Neutral,"['ani', 'kembang', 'gagal', 'mabung']"
621,"Ep 1 &amp; ep 8 itu Kasus yang sama 
Buyeon bisa masuk Alam Perpindahan Jiwa,
Ep 1 (Buyeon vs Naksu) jadi kemana gadis pasar itu? Berarti gagal kan Naksu? 

Ep 8 (Jang Uk vs Gilju &amp; Buyeon) 

Alchemy Of Soul : Perpindahan Jiwa, dilakukan manusia Serakah untuk tujuannya sendiri",Positive,"['ep', 'amp', 'ep', 'buyeon', 'masuk', 'alam', 'perpindahan', 'jiwa', 'ep', 'buyeon', 'vs', 'naksu', 'kemana', 'gadi', 'pasar', 'gagal', 'naksu', 'ep', 'jang', 'uk', 'vs', 'gilju', 'amp', 'buyeon', 'alchemi', 'of', 'soul', 'perpindahan', 'jiwa', 'manusia', 'serakah', 'tujuannya']"
622,Kameramen gagal selamat.. https://t.co/BH0lYPMbkM,Neutral,"['kameramen', 'gagal', 'selamat']"
623,"@hitmeepeeps seriusan tolongin dong, tau gak knp isi token listik gagal?",Neutral,"['seriusan', 'tolongin', 'tau', 'isi', 'token', 'listik', 'gagal']"
624,"Tentara gagal, mau jadi Cawapres?  https://t.co/ymKs1Nr6kw #AHYpolitikusGagal",Neutral,"['tentara', 'gagal', 'cawapr']"
626,@Askrlfess Woi tp udah bukan urusan lo lagi sama hubungan mereka. Gagal moveon gkmau ngaku ckck. Denger baik2 lo gausah ngurusin hubungan mereka lg titik.,Neutral,"['woi', 'urusan', 'lo', 'hubungan', 'gagal', 'moveon', 'gkmau', 'mengaku', 'ckck', 'dengar', 'lo', 'mengurusi', 'hubungan', 'titik']"
627,"Miliki mental, jangan takut gagal + jangan takut rugi. Kalo takut gagal + takut rugi pasti bisnisnya gak akan pernah dimulai #MZ",Neutral,"['miliki', 'mental', 'takut', 'gagal', 'takut', 'rugi', 'kalo', 'takut', 'gagal', 'takut', 'rugi', 'bisnisnya']"
