,tweet,text_clean,text_preprocessed,sentiment
444,"@BecengAparat Seberapa besar efek yg dibuat dan kesiapan pemerintah dalam membuat perangkat dan fisik ibukota baru. 

Kalo secara keamanan maka kalimantan itu jelas pilihan yg jelek karena wilayah tersebut emang selalu diperebutkan dan perlu sumber daya besar utk menyiapkan fisik dan non fisik",seberapa besar efek yg dibuat dan kesiapan pemerintah dalam membuat perangkat dan fisik ibukota baru   kalo secara keamanan maka kalimantan itu jelas pilihan yg jelek karena wilayah tersebut emang selalu diperebutkan dan perlu sumber daya besar utk menyiapkan fisik dan non fisik,"['seberapa', 'besar', 'efek', 'yang', 'dibuat', 'dan', 'kesiapan', 'pemerintah', 'dalam', 'membuat', 'perangkat', 'dan', 'fisik', 'ibukota', 'baru', 'kalo', 'secara', 'keamanan', 'maka', 'kalimantan', 'itu', 'jelas', 'pilihan', 'yang', 'jelek', 'karena', 'wilayah', 'tersebut', 'memang', 'selalu', 'diperebutkan', 'dan', 'perlu', 'sumber', 'daya', 'besar', 'untuk', 'menyiapkan', 'fisik', 'dan', 'non', 'fisik']",Negative
445,"@BecengAparat Iya jelaslah. Keamanan itu nomor Wahid terutama dengan mendekatnya spekulasi perang Asia Pasifik.

Wilayah Kalimantan itu sangat seksi. Kita juga harus forecast anggaran dan kekuatan nasional dalam menciptakan keamanan di ibukota baru",iya jelaslah keamanan itu nomor wahid terutama dengan mendekatnya spekulasi perang asia pasifik  wilayah kalimantan itu sangat seksi kita juga harus forecast anggaran dan kekuatan nasional dalam menciptakan keamanan di ibukota baru,"['iya', 'jelaslah', 'keamanan', 'itu', 'nomor', 'wahid', 'terutama', 'dengan', 'mendekatnya', 'spekulasi', 'perang', 'asia', 'pasifik', 'wilayah', 'kalimantan', 'itu', 'sangat', 'seksi', 'kita', 'juga', 'harus', 'forecast', 'anggaran', 'dan', 'kekuatan', 'nasional', 'dalam', 'menciptakan', 'keamanan', 'di', 'ibukota', 'baru']",Negative
446,"IKN Ibukota baru Indonesia penuh sensasi Alam dan teknologi

#DampakBaikIKN https://t.co/PgQ4A4ajAE",ikn ibukota baru indonesia penuh sensasi alam dan teknologi,"['ikn', 'ibukota', 'baru', 'indonesia', 'penuh', 'sensasi', 'alam', 'dan', 'teknologi']",Neutral
447,"@1ndonesiaku_ Sepanjang jalan menuju ke Papua itu tidak ada cafe.
Klo di ibukota Jakarta cafe nya banyak tempat istirahat.",sepanjang jalan menuju ke papua itu tidak ada cafe klo di ibukota jakarta cafe nya banyak tempat istirahat,"['sepanjang', 'jalan', 'menuju', 'ke', 'papua', 'itu', 'tidak', 'ada', 'cafe', 'kalo', 'di', 'ibukota', 'jakarta', 'cafe', 'nya', 'banyak', 'tempat', 'istirahat']",Negative
448,"@Sinfourth_ pemindahan ibukota ke kalimantan bagus si, menambah utang = menambah investasi = menambah kemakmuran sesaat atau sesat

untuk buying time bagus, krn ledakan populasi harus ditunjang dengan investasi /hutang,
menurut saya siklus hutang begitu bagus dan satu2nya pilihan bagi govt",pemindahan ibukota ke kalimantan bagus si menambah utang  menambah investasi  menambah kemakmuran sesaat atau sesat  untuk buying time bagus krn ledakan populasi harus ditunjang dengan investasi hutang menurut saya siklus hutang begitu bagus dan satunya pilihan bagi govt,"['pemindahan', 'ibukota', 'ke', 'kalimantan', 'bagus', 'sih', 'menambah', 'utang', 'menambah', 'investasi', 'menambah', 'kemakmuran', 'sesaat', 'atau', 'sesat', 'untuk', 'buying', 'time', 'bagus', 'karena', 'ledakan', 'populasi', 'harus', 'ditunjang', 'dengan', 'investasi', 'hutang', 'menurut', 'saya', 'siklus', 'hutang', 'begitu', 'bagus', 'dan', 'satunya', 'pilihan', 'bagi', 'govt']",Positive
449,"Nama cafenya Tenpa Cafe. Lokasinya di daerah Majnu Ka Tilla, Delhi. Biasanya biar lebih cepet nyampe I prefer naik metro (sejenis KRL) karna jalanan ibukota yg masya Allah kalo harus nyetir😃 https://t.co/wULKgr4JUi",nama cafenya tenpa cafe lokasinya di daerah majnu ka tilla delhi biasanya biar lebih cepet nyampe i prefer naik metro sejenis krl karna jalanan ibukota yg masya allah kalo harus nyetir😃,"['nama', 'cafenya', 'tenpa', 'cafe', 'lokasinya', 'di', 'daerah', 'majnu', 'kak', 'tilla', 'delhi', 'biasanya', 'biar', 'lebih', 'cepat', 'sampai', 'i', 'prefer', 'naik', 'metro', 'sejenis', 'krl', 'karena', 'jalanan', 'ibukota', 'yang', 'masya', 'allah', 'kalo', 'harus', 'nyetir grinningfacewithbigeyes ']",Positive
450,"Pemindahan ibukota ke Kalimantan itu ga bagus secara keamanan. 

Jika kita melihat sejarah World War Dua dan Agresi Militer. Imperial Jepang menaklukan daerah Kalimantan terlebih dahulu baru akhirnya sampai Batavia.",pemindahan ibukota ke kalimantan itu ga bagus secara keamanan   jika kita melihat sejarah world war dua dan agresi militer imperial jepang menaklukan daerah kalimantan terlebih dahulu baru akhirnya sampai batavia,"['pemindahan', 'ibukota', 'ke', 'kalimantan', 'itu', 'enggak', 'bagus', 'secara', 'keamanan', 'jika', 'kita', 'melihat', 'sejarah', 'world', 'war', 'dua', 'dan', 'agresi', 'militer', 'imperial', 'jepang', 'menaklukan', 'daerah', 'kalimantan', 'terlebih', 'dahulu', 'baru', 'akhirnya', 'sampai', 'batavia']",Negative
451,"IKN Ibukota masa depan 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/mWXG2PcB4w",ikn ibukota masa depan,"['ikn', 'ibukota', 'masa', 'depan']",Neutral
452,beraktivitas di ibukota emang harus galak,beraktivitas di ibukota emang harus galak,"['beraktivitas', 'di', 'ibukota', 'memang', 'harus', 'galak']",Negative
453,Pemprov DKI Kebut Proyek Sodetan Kali Ciliwung Untuk Atasi Banjir Ibukota https://t.co/VRcGGvR3Rs,pemprov dki kebut proyek sodetan kali ciliwung untuk atasi banjir ibukota,"['pemprov', 'dki', 'kebut', 'proyek', 'sodetan', 'kali', 'ciliwung', 'untuk', 'atasi', 'banjir', 'ibukota']",Neutral
454,"Soal Jalan Berbayar di Ibukota, Polda Metro Jaya Ikut Pemprov DKI https://t.co/2iWplb5iJx",soal jalan berbayar di ibukota polda metro jaya ikut pemprov dki,"['soal', 'jalan', 'berbayar', 'di', 'ibukota', 'polda', 'metro', 'jaya', 'ikut', 'pemprov', 'dki']",Neutral
455,"Pemerintah menyampaikan, progres pembangunan ibukota negara Nusantara (IKN Nusantara) mencapai 15%.
#IKN https://t.co/sXkJQRKyed",pemerintah menyampaikan progres pembangunan ibukota negara nusantara ikn nusantara mencapai,"['pemerintah', 'menyampaikan', 'progres', 'pembangunan', 'ibukota', 'negara', 'nusantara', 'ikn', 'nusantara', 'mencapai']",Neutral
456,/wp/ penulisan kata 'ibukota' itu kapan harus kapital kapan enggak? Klw disertai nama kotanya kan jadi Ibukota Jakarta (kapital). Klw misal Ibukota Indonesia itu gimana? Bener gitu atau ibukota Indonesia? Tia,wp penulisan kata ibukota itu kapan harus kapital kapan enggak klw disertai nama kotanya kan jadi ibukota jakarta kapital klw misal ibukota indonesia itu gimana bener gitu atau ibukota indonesia tia,"['wp', 'penulisan', 'kata', 'ibukota', 'itu', 'kapan', 'harus', 'kapital', 'kapan', 'enggak', 'kalau', 'disertai', 'nama', 'kotanya', 'kan', 'jadi', 'ibukota', 'jakarta', 'kapital', 'kalau', 'misal', 'ibukota', 'indonesia', 'itu', 'bagaimana', 'benar', 'begitu', 'atau', 'ibukota', 'indonesia', 'tia']",Negative
457,"Yuk kita dukung Indonesia punya Ibukota baru, IKN Nusantara 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/0ZlLe8FwjW",yuk kita dukung indonesia punya ibukota baru ikn nusantara,"['yuk', 'kita', 'dukung', 'indonesia', 'punya', 'ibukota', 'baru', 'ikn', 'nusantara']",Neutral
458,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/wzjH7cL9oY",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']",Neutral
459,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/0ZfApEQfpo",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']",Neutral
460,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/k9G1hx2m0h",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']",Neutral
461,"@sandiuno ya jgn di jogja lah, di ibukota ada",ya jgn di jogja lah di ibukota ada,"['ya', 'jangan', 'di', 'jogja', 'lah', 'di', 'ibukota', 'ada']",Negative
462,"Ibukota Malta adalah Valletta, yang juga merupakan ibukota terkecil di Uni Eropa seluas 0,8 km2.",ibukota malta adalah valletta yang juga merupakan ibukota terkecil di uni eropa seluas  km,"['ibukota', 'malta', 'adalah', 'valletta', 'yang', 'juga', 'merupakan', 'ibukota', 'terkecil', 'di', 'uni', 'eropa', 'seluas', 'kamu']",Neutral
463,"Dari dulu Presiden2 RI mau pindahin ibukota,... cuma Jokowi yg berani  @RamliRizal",dari dulu presiden ri mau pindahin ibukota cuma jokowi yg berani,"['dari', 'dulu', 'presiden', 'ri', 'mau', 'pindahin', 'ibukota', 'cuma', 'jokowi', 'yang', 'berani']",Neutral
464,@ksygnmmmuuu Ibukota ko medok e sampe lumer wkwk,ibukota ko medok e sampe lumer wkwk,"['ibukota', 'kok', 'medok', 'e', 'sampai', 'lumer', 'wkwk']",Negative
465,@irounmean @convomf but ibukota nya kan di jawa https://t.co/h0YGiqzUpr,but ibukota nya kan di jawa,"['but', 'ibukota', 'nya', 'kan', 'di', 'jawa']",Negative
466,"@Rikimar07139522 Selamat siang Kak, untuk alamat yang dimaksud apakah yang berada Thamrin Nine Tower yg berada di Jl. Kota Bumi Gang Kertapati No.8, RT.13/RW.20, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230? Tks",selamat siang kak untuk alamat yang dimaksud apakah yang berada thamrin nine tower yg berada di jl kota bumi gang kertapati no rtrw kb melati kecamatan tanah abang kota jakarta pusat daerah khusus ibukota jakarta  tks,"['selamat', 'siang', 'kak', 'untuk', 'alamat', 'yang', 'dimaksud', 'apakah', 'yang', 'berada', 'thamrin', 'nine', 'tower', 'yang', 'berada', 'di', 'jl', 'kota', 'bumi', 'gang', 'kertapati', 'no', 'rtrw', 'kb', 'melati', 'kecamatan', 'tanah', 'abang', 'kota', 'jakarta', 'pusat', 'daerah', 'khusus', 'ibukota', 'jakarta', 'tks']",Neutral
467,"@Rikimar07139522 Selamat siang Kak, untuk alamat yang dimaksud apakah yang berada Thamrin Nine Tower yg berada di Jl. Kota Bumi Gang Kertapati No.8, RT.13/RW.20, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230? Tks",selamat siang kak untuk alamat yang dimaksud apakah yang berada thamrin nine tower yg berada di jl kota bumi gang kertapati no rtrw kb melati kecamatan tanah abang kota jakarta pusat daerah khusus ibukota jakarta  tks,"['selamat', 'siang', 'kak', 'untuk', 'alamat', 'yang', 'dimaksud', 'apakah', 'yang', 'berada', 'thamrin', 'nine', 'tower', 'yang', 'berada', 'di', 'jl', 'kota', 'bumi', 'gang', 'kertapati', 'no', 'rtrw', 'kb', 'melati', 'kecamatan', 'tanah', 'abang', 'kota', 'jakarta', 'pusat', 'daerah', 'khusus', 'ibukota', 'jakarta', 'tks']",Neutral
468,perawakan w cabe cabean ibukota banget ajg 😭,perawakan w cabe cabean ibukota banget ajg 😭,"['perawakan', 'gue', 'cabe', 'cabean', 'ibukota', 'banget', 'ajg', ' loudlycryingface ']",Negative
469,"@CarolinSiagian Yg jelas pemindahan ibukota itu kebutuhan, soal waktu dan tahap2nya sering jadi rebutan panggung",yg jelas pemindahan ibukota itu kebutuhan soal waktu dan tahapnya sering jadi rebutan panggung,"['yang', 'jelas', 'pemindahan', 'ibukota', 'itu', 'kebutuhan', 'soal', 'waktu', 'dan', 'tahapnya', 'sering', 'jadi', 'rebutan', 'panggung']",Negative
470,foto kabesha 2023 ini diganti BG warna biru dah siap buat naik cetak buku nikah ehehe. Pada cakep2 banget sanggar tari Ibukota ini,foto kabesha  ini diganti bg warna biru dah siap buat naik cetak buku nikah ehehe pada cakep banget sanggar tari ibukota ini,"['foto', 'kabesha', 'ini', 'diganti', 'bang', 'warna', 'biru', 'deh', 'siap', 'buat', 'naik', 'cetak', 'buku', 'nikah', 'ehehe', 'pada', 'cakep', 'banget', 'sanggar', 'tari', 'ibukota', 'ini']",Positive
471,"Yuk dukung Indonesia punya Ibukota baru, IKN Nusantara 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/Aky7r8GlXq",yuk dukung indonesia punya ibukota baru ikn nusantara,"['yuk', 'dukung', 'indonesia', 'punya', 'ibukota', 'baru', 'ikn', 'nusantara']",Neutral
472,"Yuk dukung Indonesia punya Ibukota baru, IKN Nusantara 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/sK4fdlyffD",yuk dukung indonesia punya ibukota baru ikn nusantara,"['yuk', 'dukung', 'indonesia', 'punya', 'ibukota', 'baru', 'ikn', 'nusantara']",Neutral
473,"Yuk dukung Indonesia punya Ibukota baru, IKN Nusantara 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/TCa9hpXqE9",yuk dukung indonesia punya ibukota baru ikn nusantara,"['yuk', 'dukung', 'indonesia', 'punya', 'ibukota', 'baru', 'ikn', 'nusantara']",Neutral
474,"Yuk dukung Indonesia punya Ibukota baru, IKN Nusantara 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/8JWu1QAOSR",yuk dukung indonesia punya ibukota baru ikn nusantara,"['yuk', 'dukung', 'indonesia', 'punya', 'ibukota', 'baru', 'ikn', 'nusantara']",Neutral
475,@NephiLaxmus pindah saja ibukota jawa tengahnya.,pindah saja ibukota jawa tengahnya,"['pindah', 'saja', 'ibukota', 'jawa', 'tengahnya']",Negative
476,@HelmiFelis_ Ibukota ghoib.. 😂🤣😂🤣😂🤣,ibukota ghoib 😂🤣😂🤣😂🤣,"['ibukota', 'ghoib', ' facewithtearsofjoy  rollingonthefloorlaughing  facewithtearsofjoy  rollingonthefloorlaughing  facewithtearsofjoy  rollingonthefloorlaughing ']",Positive
477,"@Red_Alien_ Kayak di ibukota ini semua jadi berubah menyesuaikan ama pola ibukota dan pola republik ini secara umum: jadi mahal tapi kualitas jadi jele.

Jadi bertanya-tanya, ada dosa apa sih ibukota ini",alien kayak di ibukota ini semua jadi berubah menyesuaikan ama pola ibukota dan pola republik ini secara umum jadi mahal tapi kualitas jadi jele  jadi bertanyatanya ada dosa apa sih ibukota ini,"['alien', 'kayak', 'di', 'ibukota', 'ini', 'semua', 'jadi', 'berubah', 'menyesuaikan', 'sama', 'pola', 'ibukota', 'dan', 'pola', 'republik', 'ini', 'secara', 'umum', 'jadi', 'mahal', 'tapi', 'kualitas', 'jadi', 'jele', 'jadi', 'bertanyatanya', 'ada', 'dosa', 'apa', 'sih', 'ibukota', 'ini']",Negative
478,@reysinagaa @d_StoryOfMe Ada syultan Sby hijrah ke ibukota ngekos di penhos lt 29 🤣,storyofme ada syultan sby hijrah ke ibukota ngekos di penhos lt  🤣,"['storyofme', 'ada', 'syultan', 'surabaya', 'hijrah', 'ke', 'ibukota', 'ngekos', 'di', 'penhos', 'lantai', ' rollingonthefloorlaughing ']",Neutral
479,"@flafyn sakitnya masih di hati 💔
harusnya dia lebih lama di grup, dia lebih lama, yg lain jg lbh lama

ada lagi sih selain tragedi bacok, tragedi push bocil ibukota anying 😮‍💨",sakitnya masih di hati 💔 harusnya dia lebih lama di grup dia lebih lama yg lain jg lbh lama  ada lagi sih selain tragedi bacok tragedi push bocil ibukota anying 😮‍💨,"['sakitnya', 'masih', 'di', 'hati', ' brokenheart ', 'harusnya', 'dia', 'lebih', 'lama', 'di', 'grup', 'dia', 'lebih', 'lama', 'yang', 'lain', 'juga', 'lebih', 'lama', 'ada', 'lagi', 'sih', 'selain', 'tragedi', 'bacok', 'tragedi', 'push', 'bocil', 'ibukota', 'anying', ' faceexhaling ']",Negative
480,"Kasian nasib Ibukota selama dipimpin Anies, Rusak
https://t.co/C6iW9S4BLA #KagagalanAniesituNyata Kepulauan Riau",kasian nasib ibukota selama dipimpin anies rusak   kepulauan riau,"['kasihan', 'nasib', 'ibukota', 'selama', 'dipimpin', 'anies', 'rusak', 'kepulauan', 'riau']",Negative
481,"@triindonesia Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",srengseng sawah kec jagakarsa kota jakarta selatan daerah khusus ibukota jakarta,"['srengseng', 'sawah', 'kec', 'jagakarsa', 'kota', 'jakarta', 'selatan', 'daerah', 'khusus', 'ibukota', 'jakarta']",Neutral
482,"@elisa_jkt Ibukota negara spt halnya Jkt adalah role model kota2 di Indonesia termasuk dlm hal transportasi dan perumahan. Gausah pesimis, bakal nular juga kok. Masalah utamanya adalah PAD kota2 lain terlalu kecil, bahkan cuma mengandalkan PKB dan PBB tapi lebih 50% buat belanja pegawai.",jkt ibukota negara spt halnya jkt adalah role model kota di indonesia termasuk dlm hal transportasi dan perumahan gausah pesimis bakal nular juga kok masalah utamanya adalah pad kota lain terlalu kecil bahkan cuma mengandalkan pkb dan pbb tapi lebih  buat belanja pegawai,"['jakarta', 'ibukota', 'negara', 'seperti', 'halnya', 'jakarta', 'adalah', 'role', 'model', 'kota', 'di', 'indonesia', 'termasuk', 'dalam', 'hal', 'transportasi', 'dan', 'perumahan', 'enggak usah', 'pesimis', 'bakal', 'nular', 'juga', 'kok', 'masalah', 'utamanya', 'adalah', 'pad', 'kota', 'lain', 'terlalu', 'kecil', 'bahkan', 'cuma', 'mengandalkan', 'pkb', 'dan', 'pb', 'tapi', 'lebih', 'buat', 'belanja', 'pegawai']",Negative
483,Cantik2 bgt ibu ibu nasida ria ibukota ~ https://t.co/hBpevselwA,cantik bgt ibu ibu nasida ria ibukota,"['cantik', 'banget', 'ibu', 'ibu', 'nasida', 'ria', 'ibukota']",Positive
484,@ekowboy2 Kadrun blokk ..pasang air laut musibah..Jateng beda ibukota dak ada sumur resapan dan sungai dibiarkan jadi dangkal ...mikir,kadrun blokk pasang air laut musibahjateng beda ibukota dak ada sumur resapan dan sungai dibiarkan jadi dangkal mikir,"['kadrun', 'blok', 'pasang', 'air', 'laut', 'musibahjateng', 'beda', 'ibukota', 'indak', 'ada', 'sumur', 'resapan', 'dan', 'sungai', 'dibiarkan', 'jadi', 'dangkal', 'mikir']",Neutral
485,Cerah-cerah sekali sanggar tari ibukota,cerahcerah sekali sanggar tari ibukota,"['cerahcerah', 'sekali', 'sanggar', 'tari', 'ibukota']",Negative
486,"@ibrascopes Playlist supir angkot ibukota banget ya, egp.",playlist supir angkot ibukota banget ya egp,"['playlist', 'supir', 'angkot', 'ibukota', 'banget', 'ya', 'egp']",Negative
487,"@jeglikerlilla Selamat siang Kak, untuk alamat yang dimaksud apakah Antam Office Building yg berada di Jl. TB Simatupang No.1, RT.10/RW.4, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530? Tks",selamat siang kak untuk alamat yang dimaksud apakah antam office building yg berada di jl tb simatupang no rtrw tj bar kec jagakarsa kota jakarta selatan daerah khusus ibukota jakarta  tks,"['selamat', 'siang', 'kak', 'untuk', 'alamat', 'yang', 'dimaksud', 'apakah', 'antam', 'office', 'building', 'yang', 'berada', 'di', 'jl', 'tb', 'simatupang', 'no', 'rtrw', 'tj', 'bar', 'kec', 'jagakarsa', 'kota', 'jakarta', 'selatan', 'daerah', 'khusus', 'ibukota', 'jakarta', 'tks']",Neutral
488,Gajadi pindah ibukota apa gimana ya,gajadi pindah ibukota apa gimana ya,"['gajadi', 'pindah', 'ibukota', 'apa', 'bagaimana', 'ya']",Negative
489,"@Worldcontinue @ekowboy2 Waduh baca baik2 UU kekhususan DKI, bupati/walikota di DKI tdk memiliki wewenang luas seperti provinsi lain. Daerah Khusus Ibukota tdk dilakukan pilkada utk Bupati/walikota juga tdk ada DPRD utk kota/kab.nya.

Gak usah berargumen jk tdk paham.",waduh baca baik uu kekhususan dki bupatiwalikota di dki tdk memiliki wewenang luas seperti provinsi lain daerah khusus ibukota tdk dilakukan pilkada utk bupatiwalikota juga tdk ada dprd utk kotakabnya  gak usah berargumen jk tdk paham,"['waduh', 'baca', 'baik', 'lu', 'kekhususan', 'dki', 'bupatiwalikota', 'di', 'dki', 'tidak', 'memiliki', 'wewenang', 'luas', 'seperti', 'provinsi', 'lain', 'daerah', 'khusus', 'ibukota', 'tidak', 'dilakukan', 'pilkada', 'untuk', 'bupatiwalikota', 'juga', 'tidak', 'ada', 'dprd', 'untuk', 'kotakabnya', 'enggak', 'usah', 'berargumen', 'jika', 'tidak', 'paham']",Negative
